0,0.109784915,0.207517102,0.294519769,0.371970856,0.440918982,0.502297644,0.556937854,0.605579394,0.648880827,0.687428415,0.72174406,0.752292364,0.779486926,0.803695935,0.82524716,0.844432386,0.861511363,0.876715326,0.890250123,0.902299004,0.9130251,0.922573632,0.931073879,0.938640927,0.945377228,0.951373984,0.956712387,0.961464714,0.965695307,0.969461445,0.972814118,0.975798717,0.978455653,0.980820897,0.982926474,0.984800889,0.986469522,0.987954965,0.989277328,0.990454515,0.991502466,0.992435367,0.993265849,0.994005157,0.994663301,0.99524919,0.995770757,0.996235064,0.996648397,0.997016353,0.997343912,0.997635511,0.997895096,0.998126183,0.998331899,0.998515032,0.998678059,0.998823188,0.998952384,0.999067397,0.999169782,0.999260928,0.999342067,0.999414298,0.999478599,0.999535841,0.999586799,0.999632162,0.999672545,0.999708495,0.999740498,0.999768987,0.999794349,0.999816926,0.999837025,0.999854917,0.999870845,0.999885024,0.999897647,0.999908884,0.999918887,0.999927792,0.999935719,0.999942776,0.999949059,0.999954651,0.99995963,0.999964062,0.999968007,0.99997152,0.999974646,0.99997743,0.999979908,0.999982114,0.999984077,0.999985825,0.999987381,0.999988767,0.99999
0.202035471,0.240813701,0.281555017,0.323588381,0.366259,0.408957115,0.451138293,0.492335637,0.532165042,0.570324885,0.606591627,0.6408127,0.672897816,0.702809641,0.730554498,0.756173589,0.779735006,0.801326709,0.821050502,0.839017013,0.855341585,0.870141009,0.883530983,0.895624201,0.906528961,0.9163482,0.925178885,0.933111668,0.940230759,0.946613967,0.952332846,0.95745294,0.962034081,0.96613072,0.969792286,0.97306354,0.975984943,0.978592998,0.980920591,0.982997307,0.98484973,0.986501721,0.98797468,0.989287781,0.990458191,0.991501273,0.992430764,0.993258945,0.993996785,0.994654082,0.995239584,0.995761097,0.996225585,0.996639262,0.997007667,0.997335742,0.99762789,0.997888037,0.998119681,0.998325938,0.998509588,0.998673104,0.998818691,0.998948313,0.999063718,0.999166465,0.999257941,0.999339381,0.999411885,0.999476435,0.999533901,0.999585061,0.999630606,0.999671154,0.999707251,0.999739386,0.999767994,0.999793462,0.999816135,0.999836319,0.999854287,0.999870283,0.999884523,0.9998972,0.999908486,0.999918532,0.999927476,0.999935438,0.999942525,0.999948835,0.999954452,0.999959452,0.999963904,0.999967867,0.999971394,0.999974535,0.99997733,0.999979819,0.999982035,0.999984007
0.202035471,0.240813701,0.281555017,0.323588381,0.366259,0.408957115,0.451138293,0.492335637,0.532165042,0.570324885,0.606591627,0.6408127,0.672897816,0.702809641,0.730554498,0.756173589,0.779735006,0.801326709,0.821050502,0.839017013,0.855341585,0.870141009,0.883530983,0.895624201,0.906528961,0.9163482,0.925178885,0.933111668,0.940230759,0.946613967,0.952332846,0.95745294,0.962034081,0.96613072,0.969792286,0.97306354,0.975984943,0.978592998,0.980920591,0.982997307,0.98484973,0.986501721,0.98797468,0.989287781,0.990458191,0.991501273,0.992430764,0.993258945,0.993996785,0.994654082,0.995239584,0.995761097,0.996225585,0.996639262,0.997007667,0.997335742,0.99762789,0.997888037,0.998119681,0.998325938,0.998509588,0.998673104,0.998818691,0.998948313,0.999063718,0.999166465,0.999257941,0.999339381,0.999411885,0.999476435,0.999533901,0.999585061,0.999630606,0.999671154,0.999707251,0.999739386,0.999767994,0.999793462,0.999816135,0.999836319,0.999854287,0.999870283,0.999884523,0.9998972,0.999908486,0.999918532,0.999927476,0.999935438,0.999942525,0.999948835,0.999954452,0.999959452,0.999963904,0.999967867,0.999971394,0.999974535,0.99997733,0.999979819,0.999982035,0.999984007
0.315704671,0.324850948,0.335406073,0.347439107,0.36100041,0.376117032,0.39278832,0.410982192,0.430632556,0.451638265,0.473863903,0.497142511,0.521280191,0.546062301,0.57126081,0.596642274,0.621975822,0.647040615,0.671632307,0.695568168,0.718690717,0.740869817,0.762003335,0.78201657,0.800860663,0.81851029,0.834960871,0.850225533,0.864332029,0.87731976,0.889236993,0.900138373,0.910082743,0.919131283,0.927345985,0.934788411,0.941518728,0.947594978,0.953072553,0.958003837,0.962437991,0.966420849,0.969994905,0.973199358,0.976070219,0.978640448,0.980940113,0.982996566,0.984834629,0.986476777,0.987943318,0.989252577,0.990421058,0.991463611,0.992393576,0.993222931,0.993962415,0.994621652,0.995209258,0.995732944,0.996199606,0.996615407,0.996985854,0.997315866,0.997609833,0.997871674,0.998104885,0.998312586,0.998497558,0.998662281,0.998808966,0.998939584,0.999055891,0.999159452,0.999251662,0.999333763,0.999406862,0.999471945,0.99952989,0.999581479,0.999627409,0.9996683,0.999704705,0.999737115,0.999765969,0.999791657,0.999814526,0.999834884,0.999853009,0.999869144,0.999883509,0.999896296,0.99990768,0.999917815,0.999926837,0.999934868,0.999942019,0.999948384,0.99995405,0.999959095
0.315704671,0.324850948,0.335406073,0.347439107,0.36100041,0.376117032,0.39278832,0.410982192,0.430632556,0.451638265,0.473863903,0.497142511,0.521280191,0.546062301,0.57126081,0.596642274,0.621975822,0.647040615,0.671632307,0.695568168,0.718690717,0.740869817,0.762003335,0.78201657,0.800860663,0.81851029,0.834960871,0.850225533,0.864332029,0.87731976,0.889236993,0.900138373,0.910082743,0.919131283,0.927345985,0.934788411,0.941518728,0.947594978,0.953072553,0.958003837,0.962437991,0.966420849,0.969994905,0.973199358,0.976070219,0.978640448,0.980940113,0.982996566,0.984834629,0.986476777,0.987943318,0.989252577,0.990421058,0.991463611,0.992393576,0.993222931,0.993962415,0.994621652,0.995209258,0.995732944,0.996199606,0.996615407,0.996985854,0.997315866,0.997609833,0.997871674,0.998104885,0.998312586,0.998497558,0.998662281,0.998808966,0.998939584,0.999055891,0.999159452,0.999251662,0.999333763,0.999406862,0.999471945,0.99952989,0.999581479,0.999627409,0.9996683,0.999704705,0.999737115,0.999765969,0.999791657,0.999814526,0.999834884,0.999853009,0.999869144,0.999883509,0.999896296,0.99990768,0.999917815,0.999926837,0.999934868,0.999942019,0.999948384,0.99995405,0.999959095
0.345087041,0.34782005,0.351051705,0.354840691,0.359249821,0.364345578,0.370197307,0.376876047,0.38445295,0.392997267,0.40257391,0.413240605,0.425044731,0.438019948,0.452182824,0.467529661,0.484033811,0.501643747,0.520282144,0.539846185,0.560209196,0.581223605,0.602725103,0.624537755,0.646479718,0.668369169,0.690030049,0.711297242,0.732020918,0.752069826,0.771333474,0.789723187,0.807172157,0.823634622,0.839084369,0.853512755,0.866926428,0.87934492,0.890798247,0.90132461,0.910968292,0.919777776,0.927804111,0.935099544,0.941716388,0.947706126,0.953118714,0.95800207,0.962401709,0.966360509,0.969918581,0.973113221,0.975978924,0.978547453,0.980847936,0.982906995,0.984748885,0.98639565,0.987867271,0.989181827,0.990355645,0.991403443,0.992338473,0.993172652,0.993916681,0.994580164,0.99517171,0.995699029,0.996169026,0.996587876,0.996961101,0.997293636,0.997589889,0.997853797,0.998088874,0.998298256,0.99848474,0.998650822,0.998798726,0.998930438,0.999047725,0.999152163,0.999245158,0.999327961,0.999401688,0.999467331,0.999525777,0.999577813,0.999624141,0.999665388,0.99970211,0.999734804,0.99976391,0.999789823,0.999812892,0.999833429,0.999851713,0.99986799,0.999882481,0.999895381
0.345087041,0.34782005,0.351051705,0.354840691,0.359249821,0.364345578,0.370197307,0.376876047,0.38445295,0.392997267,0.40257391,0.413240605,0.425044731,0.438019948,0.452182824,0.467529661,0.484033811,0.501643747,0.520282144,0.539846185,0.560209196,0.581223605,0.602725103,0.624537755,0.646479718,0.668369169,0.690030049,0.711297242,0.732020918,0.752069826,0.771333474,0.789723187,0.807172157,0.823634622,0.839084369,0.853512755,0.866926428,0.87934492,0.890798247,0.90132461,0.910968292,0.919777776,0.927804111,0.935099544,0.941716388,0.947706126,0.953118714,0.95800207,0.962401709,0.966360509,0.969918581,0.973113221,0.975978924,0.978547453,0.980847936,0.982906995,0.984748885,0.98639565,0.987867271,0.989181827,0.990355645,0.991403443,0.992338473,0.993172652,0.993916681,0.994580164,0.99517171,0.995699029,0.996169026,0.996587876,0.996961101,0.997293636,0.997589889,0.997853797,0.998088874,0.998298256,0.99848474,0.998650822,0.998798726,0.998930438,0.999047725,0.999152163,0.999245158,0.999327961,0.999401688,0.999467331,0.999525777,0.999577813,0.999624141,0.999665388,0.99970211,0.999734804,0.99976391,0.999789823,0.999812892,0.999833429,0.999851713,0.99986799,0.999882481,0.999895381
0.354091102,0.35496251,0.356000623,0.357228523,0.35867218,0.36036074,0.362326796,0.364606624,0.367240382,0.370272244,0.373750452,0.377727239,0.382258609,0.38740391,0.393225164,0.399786113,0.407150935,0.415382596,0.424540833,0.434679778,0.445845265,0.458071919,0.471380155,0.48577327,0.501234847,0.517726713,0.535187682,0.553533295,0.572656693,0.592430686,0.612710956,0.633340245,0.654153251,0.674981928,0.695660813,0.716032034,0.735949714,0.755283513,0.773921204,0.791770224,0.808758238,0.82483284,0.839960521,0.854125094,0.867325744,0.879574864,0.890895828,0.901320801,0.910888688,0.919643257,0.927631498,0.934902201,0.941504781,0.947488314,0.952900785,0.957788513,0.962195732,0.966164306,0.969733551,0.972940149,0.975818133,0.978398918,0.98071138,0.982781965,0.98463481,0.986291883,0.987773127,0.989096608,0.990278656,0.99133401,0.99227595,0.993116425,0.993866176,0.994534844,0.995131079,0.995662633,0.996136445,0.996558729,0.99693504,0.997270346,0.997569085,0.99783522,0.998072292,0.998283458,0.998471538,0.998639047,0.998788226,0.998921077,0.99903938,0.999144726,0.99923853,0.999322055,0.999396425,0.999462643,0.999521601,0.999574093,0.999620828,0.999662438,0.999699483,0.999732463
0.354091102,0.35496251,0.356000623,0.357228523,0.35867218,0.36036074,0.362326796,0.364606624,0.367240382,0.370272244,0.373750452,0.377727239,0.382258609,0.38740391,0.393225164,0.399786113,0.407150935,0.415382596,0.424540833,0.434679778,0.445845265,0.458071919,0.471380155,0.48577327,0.501234847,0.517726713,0.535187682,0.553533295,0.572656693,0.592430686,0.612710956,0.633340245,0.654153251,0.674981928,0.695660813,0.716032034,0.735949714,0.755283513,0.773921204,0.791770224,0.808758238,0.82483284,0.839960521,0.854125094,0.867325744,0.879574864,0.890895828,0.901320801,0.910888688,0.919643257,0.927631498,0.934902201,0.941504781,0.947488314,0.952900785,0.957788513,0.962195732,0.966164306,0.969733551,0.972940149,0.975818133,0.978398918,0.98071138,0.982781965,0.98463481,0.986291883,0.987773127,0.989096608,0.990278656,0.99133401,0.99227595,0.993116425,0.993866176,0.994534844,0.995131079,0.995662633,0.996136445,0.996558729,0.99693504,0.997270346,0.997569085,0.99783522,0.998072292,0.998283458,0.998471538,0.998639047,0.998788226,0.998921077,0.99903938,0.999144726,0.99923853,0.999322055,0.999396425,0.999462643,0.999521601,0.999574093,0.999620828,0.999662438,0.999699483,0.999732463
0.358339426,0.358349434,0.358361398,0.358375609,0.358392399,0.358412152,0.358435308,0.358462373,0.358493927,0.358530639,0.358573275,0.358622715,0.358679968,0.358746194,0.358822721,0.358911074,0.359013,0.359130504,0.359265882,0.359421763,0.359601163,0.359807531,0.360044816,0.360317534,0.360630852,0.36099067,0.361403728,0.361877717,0.362421402,0.363044768,0.363759171,0.364577512,0.365514422,0.366586469,0.367812369,0.369213221,0.370812742,0.372637506,0.374717189,0.377084783,0.379776792,0.382833382,0.386298452,0.390219623,0.394648088,0.399638298,0.405247449,0.411534712,0.418560189,0.426383537,0.435062259,0.444649653,0.455192447,0.46672818,0.479282431,0.492866048,0.507472552,0.523075931,0.539629049,0.557062876,0.575286712,0.594189505,0.613642268,0.633501509,0.653613486,0.673819016,0.693958517,0.713876949,0.733428338,0.752479628,0.77091368,0.78863132,0.805552434,0.821616163,0.836780329,0.851020237,0.864327011,0.876705649,0.888172919,0.898755242,0.908486643,0.917406854,0.925559603,0.93299113,0.939748914,0.94588063,0.951433312,0.956452692,0.960982718,0.965065201,0.968739584,0.972042812,0.975009273,0.977670808,0.980056756,0.982194048,0.984107312,0.985819002,0.987349533,0.988717423
