5,10,15,20,27
0.043210461,0.063377546,0.088072352,0.119596698,0.167604102
0.029370274,0.028274694,0.027570008,0.027972332,0.027729876
0.028298225,0.028298225,0.028298225,0.028298225,0.028298225
